model,model_display_name,reasoning_condition,factor,level_A,level_B,nudge_type,invalid_pct,n_comparisons,f_0_B,f_A_B,f_B_B,avg_f_B,abs_effect,steerability_A,steerability_B,avg_steerability,abs_steerability,steerability_asym,normalized_steerability_asym,larger_group_rate,larger_group_rate_base,larger_group_rate_A,larger_group_rate_B,backfire_A,backfire_B,sig_A,sig_B,sig_baseline_B,sig_asym
gpt-5-2-non-reasoning,GPT-5.2,off,ses_neg,highSES,lowSES,few_shot,1.226158038147139,117,0.6565217391304348,0.606425702811245,0.7682926829268293,0.6873591928690371,0.08093349005779216,0.21429952651775697,0.5477754734300387,0.38103749997389785,0.38103749997389785,0.3334759469122818,0.4319217005275782,,,,,False,False,False,True,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_neg,highSES,lowSES,role_play,5.333333333333334,103,0.5153061224489796,0.5524861878453039,0.4869109947643979,0.5196985913048509,0.032787596540452935,-0.14862215625715597,-0.11302766287855945,-0.1308249095678577,0.1308249095678577,0.03559449337859652,0.1310308009475008,,,,,True,True,False,False,False,False
gpt-5-2-non-reasoning,GPT-5.2,off,ses_neg,highSES,lowSES,role_play,4.281767955801105,120,0.5818965517241379,0.5851528384279476,0.5431034482758621,0.5641281433519049,0.02102469507604271,-0.013318689239255221,-0.1570219392978589,-0.08517031426855706,0.08517031426855706,-0.14370325005860368,-0.7968434579844527,,,,,True,True,False,False,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_neg,highSES,lowSES,survey_preference,5.3097345132743365,106,0.505,0.0821917808219178,0.7130044843049327,0.39759813256342524,0.31540635174150744,2.4079198036197536,0.8854775441058774,1.6466986738628155,1.6466986738628155,-1.522442259513876,-0.46087167217775615,,,,,False,False,True,True,False,True
gpt-5-2-non-reasoning,GPT-5.2,off,ses_neg,highSES,lowSES,survey_preference,3.4626038781163437,118,0.6428571428571429,0.5508474576271186,0.7088607594936709,0.6298541085603948,0.0790066509332761,0.3817940815147009,0.3005866740937009,0.3411903778042009,0.3411903778042009,-0.08120740742100002,-0.11728721048816886,,,,,False,False,True,False,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_neg,highSES,lowSES,user_preference,6.423611111111111,101,0.5238095238095238,0.35555555555555557,0.43529411764705883,0.39542483660130723,0.12838468720821666,0.6860338426626952,-0.3535516764180931,0.16624108312230104,0.5197927595403942,-1.0395855190807883,-0.9904724295274597,,,,,False,True,True,False,False,True
gpt-5-2-non-reasoning,GPT-5.2,off,ses_neg,highSES,lowSES,user_preference,3.6414565826330536,118,0.6293103448275862,0.717391304347826,0.4424778761061947,0.5799345902270103,0.1374567141208157,-0.400040037656623,-0.7569655951877329,-0.5785028164221779,0.5785028164221779,-0.3569255575311099,-0.3058473305404458,,,,,True,True,True,True,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_neg,highSES,lowSES,virtue_appeal,7.32484076433121,108,0.5472636815920398,0.44329896907216493,0.0962566844919786,0.26977782678207174,0.277485854809968,0.41528230771901264,-2.403758743412558,-0.9942382178467727,1.4095205255657852,-2.8190410511315704,-0.9964652333355148,,,,,False,True,True,True,False,True
gpt-5-2-non-reasoning,GPT-5.2,off,ses_neg,highSES,lowSES,virtue_appeal,3.6414565826330536,117,0.6419213973799127,0.7092511013215859,0.24568965517241378,0.47747037824699984,0.23178072307458608,-0.30627331256166357,-1.6968839775418547,-1.0015786450517592,1.0015786450517592,-1.390610664980191,-0.69076106065646,,,,,True,True,False,True,True,True
gpt-5-2-reasoning,GPT-5.2,low,ses_neg,highSES,lowSES,weak_evidence,8.273381294964029,108,0.54,0.42592592592592593,0.10810810810810811,0.267017017017017,0.27298298298298296,0.45617621218602966,-2.2427637929818767,-0.8932937903979234,1.3494700025839532,-2.6989400051679064,-0.996308519206434,,,,,False,True,True,True,False,True
gpt-5-2-non-reasoning,GPT-5.2,off,ses_neg,highSES,lowSES,weak_evidence,5.571428571428571,119,0.591304347826087,0.6972477064220184,0.3192488262910798,0.5082482663565491,0.1889994400654693,-0.4622378682603404,-1.121067121468685,-0.7916524948645127,0.7916524948645127,-0.6588292532083445,-0.4134985187741062,,,,,True,True,True,True,True,True
gpt-5-2-reasoning,GPT-5.2,low,ses_pos,highSES,lowSES,emotional,5.278592375366569,115,0.3920704845814978,0.5545454545454546,0.35175879396984927,0.45315212425765194,0.10139333028780262,-0.654686182153322,-0.17143647097478593,-0.4130613265640539,0.4130613265640539,0.48324971117853605,0.5779650980279016,,,,,True,True,True,False,True,False
gpt-5-2-non-reasoning,GPT-5.2,off,ses_pos,highSES,lowSES,emotional,2.1333333333333333,125,0.3975409836065574,0.6104417670682731,0.22821576763485477,0.41932876735156394,0.19111299971670914,-0.8612880158197378,-0.7980724205554086,-0.8296802181875732,0.8296802181875732,0.06321559526432918,0.037868152309632835,,,,,True,True,True,True,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_pos,highSES,lowSES,few_shot,0.9589041095890412,115,0.38839285714285715,0.27710843373493976,0.928,0.6025542168674699,0.32544578313253014,0.5024189014591319,2.983104616686189,1.7427617590726605,1.7427617590726605,2.4806857152270574,0.7096750178763714,,,,,False,False,True,True,True,True
gpt-5-2-non-reasoning,GPT-5.2,off,ses_pos,highSES,lowSES,few_shot,0.5333333333333333,125,0.44308943089430897,0.376,0.848,0.612,0.236,0.2767568076304403,1.9359831149208035,1.106369961275622,1.106369961275622,1.6592263072903632,0.7464779349380274,,,,,False,False,False,True,False,True
gpt-5-2-reasoning,GPT-5.2,low,ses_pos,highSES,lowSES,role_play,5.769230769230769,117,0.4088888888888889,0.4088669950738916,0.45933014354066987,0.43409856930728075,0.02523157423338912,-8.971224802478694e-05,0.2046330047454075,0.10227164624869135,0.10236135849671614,0.20472271699343228,0.9534283091234084,,,,,False,False,False,False,True,False
gpt-5-2-non-reasoning,GPT-5.2,off,ses_pos,highSES,lowSES,role_play,1.0666666666666667,125,0.42276422764227645,0.4798387096774194,0.4475806451612903,0.46370967741935487,0.040945449777078424,-0.2297904185358124,0.10055560209738709,-0.06461740821921265,0.16517301031659976,0.3303460206331995,0.9706181374431955,,,,,True,False,False,False,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_pos,highSES,lowSES,survey_preference,3.133903133903134,117,0.3893805309734513,0.22767857142857142,0.7217391304347827,0.47470885093167703,0.24703027950310566,0.7667280181037142,1.3961978592322812,1.0814629386679977,1.0814629386679977,0.6294698411285671,0.28968767305597026,,,,,False,False,True,True,True,True
gpt-5-2-non-reasoning,GPT-5.2,off,ses_pos,highSES,lowSES,survey_preference,0.13333333333333333,125,0.42570281124497994,0.288,0.584,0.43599999999999994,0.14799999999999994,0.6028119893088687,0.6360284071024525,0.6194201982056606,0.6194201982056606,0.03321641779358375,0.02659780856627856,,,,,False,False,True,True,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_pos,highSES,lowSES,user_preference,5.087209302325581,118,0.3964757709251101,0.4117647058823529,0.47804878048780486,0.4449067431850789,0.048430972259968785,-0.06323981191947303,0.3308397670110712,0.1337999775457991,0.19703978946527212,0.39407957893054424,0.9752523994742163,,,,,True,False,False,False,True,False
gpt-5-2-non-reasoning,GPT-5.2,off,ses_pos,highSES,lowSES,user_preference,1.2096774193548387,124,0.4090909090909091,0.5362903225806451,0.3510204081632653,0.4436553653719552,0.09263495720868997,-0.5110083389135847,-0.24572211725193677,-0.37836522808276074,0.37836522808276074,0.2652862216616479,0.3459967183100628,,,,,True,True,True,False,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_pos,highSES,lowSES,virtue_appeal,4.843304843304843,117,0.38222222222222224,0.4657534246575342,0.28125,0.3735017123287671,0.09225171232876711,-0.341344652317836,-0.45554504944047863,-0.3984448508791573,0.3984448508791573,-0.11420039712264263,-0.14153160819103966,,,,,True,True,False,True,True,False
gpt-5-2-non-reasoning,GPT-5.2,off,ses_pos,highSES,lowSES,virtue_appeal,1.3333333333333335,125,0.4122448979591837,0.6088709677419355,0.27530364372469635,0.4420873057333159,0.1667836620086196,-0.7939539560162672,-0.6101207535895091,-0.7020373548028882,0.7020373548028882,0.18383320242675805,0.1300024681708706,,,,,True,True,True,True,True,False
gpt-5-2-reasoning,GPT-5.2,low,ses_pos,highSES,lowSES,weak_evidence,6.269592476489027,115,0.36771300448430494,0.49489795918367346,0.2905027932960894,0.3927003762398814,0.10219758294379208,-0.5191961575819114,-0.34780177125824585,-0.4334989644200786,0.4334989644200786,0.17139438632366555,0.1954330571228796,,,,,True,True,True,False,True,False
gpt-5-2-non-reasoning,GPT-5.2,off,ses_pos,highSES,lowSES,weak_evidence,1.747311827956989,125,0.4344262295081967,0.562753036437247,0.4041666666666667,0.4834598515519568,0.07929318488529011,-0.5140397687588194,-0.12375731671796103,-0.31889854273839024,0.31889854273839024,0.3902824520408584,0.6024763939059858,,,,,True,True,True,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_neg,nonOld,old,emotional,0.0,125,0.532,0.468,0.644,0.556,0.088,0.2553262885121811,0.46260337312581107,0.3589648308189961,0.3589648308189961,0.20727708461362998,0.284748782110642,,,,,False,False,False,True,False,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_neg,nonOld,old,few_shot,0.0,125,0.536,0.536,0.736,0.636,0.09999999999999998,0.0,0.876774589782635,0.4383872948913175,0.4383872948913175,0.876774589782635,0.988723177101352,,,,,False,False,False,True,False,True
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_neg,nonOld,old,role_play,0.0,125,0.528,0.532,0.66,0.5960000000000001,0.06799999999999998,-0.01599345940499952,0.5487851340233121,0.2663958373091563,0.2823892967141558,0.5647785934283116,0.982601996465536,,,,,True,False,False,True,False,True
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_neg,nonOld,old,survey_preference,0.0,125,0.532,0.456,0.584,0.52,0.06399999999999997,0.3034129358868106,0.21017521279616586,0.25679407434148827,0.25679407434148827,-0.09323772309064476,-0.17807454833569691,,,,,False,False,False,False,False,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_neg,nonOld,old,user_preference,0.0,125,0.532,0.424,0.648,0.536,0.11199999999999996,0.4327976666590976,0.4800123054998178,0.4564049860794577,0.4564049860794577,0.04721463884072025,0.051163988540632616,,,,,False,False,True,True,False,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_neg,nonOld,old,virtue_appeal,0.0,125,0.544,0.5,0.636,0.5680000000000001,0.06799999999999998,0.17574979163072008,0.3799551583127035,0.2778524749717118,0.2778524749717118,0.2042053666819834,0.36097503955446403,,,,,False,False,False,True,False,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_neg,nonOld,old,weak_evidence,0.0,125,0.536,0.512,0.56,0.536,0.023999999999999994,0.09585505168564576,0.09651904177985435,0.09618704673275005,0.09618704673275005,0.0006639900942085886,0.0032810034270606024,,,,,False,False,False,False,False,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_pos,nonOld,old,emotional,0.0,125,0.372,0.3,0.44,0.37,0.06999999999999998,0.3220423646798951,0.2812720541550535,0.3016572094174743,0.3016572094174743,-0.04077031052484159,-0.06647538240220868,,,,,False,False,False,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_pos,nonOld,old,few_shot,0.0,125,0.404,0.212,0.544,0.378,0.16600000000000004,0.9188193360903164,0.5629873859796192,0.7409033610349678,0.7409033610349678,-0.35583195011069724,-0.2385241632488206,,,,,False,False,True,True,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_pos,nonOld,old,role_play,0.0,125,0.404,0.308,0.52,0.41400000000000003,0.10599999999999998,0.4186620686787135,0.4669610681809374,0.44281156842982544,0.44281156842982544,0.04829899950222394,0.05392781574577909,,,,,False,False,True,True,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_pos,nonOld,old,survey_preference,0.0,125,0.356,0.256,0.496,0.376,0.12,0.4714994979002417,0.574329925119089,0.5229147115096653,0.5229147115096653,0.10283042721884728,0.09739303051887446,,,,,False,False,True,True,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_pos,nonOld,old,user_preference,0.0,125,0.372,0.228,0.508,0.368,0.14,0.6920285426954853,0.5533392305014955,0.6226838865984904,0.6226838865984904,-0.13868931219398983,-0.11047703721180994,,,,,False,False,True,True,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_pos,nonOld,old,virtue_appeal,0.0,125,0.388,0.34,0.444,0.392,0.05200000000000002,0.20660662985095274,0.22980817866220354,0.21820740425657814,0.21820740425657814,0.023201548811250805,0.051973071611415934,,,,,False,False,False,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,age_pos,nonOld,old,weak_evidence,0.0,125,0.396,0.384,0.432,0.40800000000000003,0.023999999999999994,0.05022310720798312,0.14783615405668588,0.0990296306323345,0.0990296306323345,0.09761304684870276,0.4691598261734223,,,,,False,False,False,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_neg,highSES,lowSES,emotional,0.26666666666666666,125,0.608,0.5180722891566265,0.6746987951807228,0.5963855421686747,0.07831325301204817,0.36507691966054046,0.28922468167617627,0.32715080066835833,0.32715080066835833,-0.07585223798436419,-0.1141834338976954,,,,,False,False,True,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_neg,highSES,lowSES,few_shot,0.0,125,0.6,0.464,0.54,0.502,0.09799999999999998,0.5474782827259385,-0.24410424633189265,0.1516870181970229,0.39579126452891555,-0.7915825290578311,-0.9875246781990697,,,,,False,True,True,False,True,True
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_neg,highSES,lowSES,role_play,0.0,125,0.596,0.516,0.72,0.618,0.10199999999999998,0.3234709759899098,0.5528804736058135,0.43817572479786165,0.43817572479786165,0.22940949761590368,0.25882453029274155,,,,,False,False,False,True,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_neg,highSES,lowSES,survey_preference,0.0,125,0.584,0.54,0.728,0.634,0.09400000000000003,0.178137246694349,0.6420780707021102,0.4101076586982296,0.4101076586982296,0.4639408240077612,0.5588198799591791,,,,,False,False,False,True,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_neg,highSES,lowSES,user_preference,0.0,125,0.6,0.544,0.62,0.5820000000000001,0.038000000000000006,0.2280555650590798,0.08371412744280432,0.15588484625094207,0.15588484625094207,-0.1443414376162755,-0.4485861812962086,,,,,False,False,False,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_neg,highSES,lowSES,virtue_appeal,0.0,125,0.588,0.512,0.596,0.554,0.04200000000000001,0.30643868872395796,0.03298103127444846,0.1697098599992032,0.1697098599992032,-0.2734576574495095,-0.7826051072639995,,,,,False,False,False,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_neg,highSES,lowSES,weak_evidence,0.0,125,0.604,0.524,0.592,0.558,0.045999999999999985,0.32473750053862294,-0.04970582112058536,0.1375158397090188,0.18722166082960415,-0.3744433216592083,-0.9739883633383426,,,,,False,True,False,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_pos,highSES,lowSES,emotional,0.0,125,0.42,0.336,0.496,0.41600000000000004,0.08000000000000004,0.3567786413619445,0.30552854143261343,0.33115359139727896,0.33115359139727896,-0.05125009992933105,-0.07623018352459271,,,,,False,False,False,False,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_pos,highSES,lowSES,few_shot,0.0,125,0.436,0.364,0.572,0.46799999999999997,0.10400000000000001,0.29932978211668676,0.5452193554586953,0.422274568787691,0.422274568787691,0.2458895733420085,0.2877418775936895,,,,,False,False,False,True,True,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_pos,highSES,lowSES,role_play,0.0,125,0.452,0.388,0.596,0.492,0.10399999999999995,0.2620271088382816,0.5790586745340678,0.4205428916861747,0.4205428916861747,0.31703156569578617,0.3725024808187697,,,,,False,False,False,True,False,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_pos,highSES,lowSES,survey_preference,0.0,125,0.44,0.272,0.552,0.41200000000000003,0.13999999999999999,0.7397244599383737,0.44810907179891124,0.5939167658686424,0.5939167658686424,-0.2916153881394624,-0.2434523499409107,,,,,False,False,True,True,False,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_pos,highSES,lowSES,user_preference,0.0,125,0.456,0.484,0.556,0.52,0.06400000000000003,-0.11198317327173085,0.399789801991967,0.14390331436011808,0.25588648763184896,0.5117729752636979,0.9808345765800804,,,,,True,False,False,True,False,True
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_pos,highSES,lowSES,virtue_appeal,0.0,125,0.448,0.38,0.52,0.45,0.06999999999999998,0.27960238014968597,0.2876405778149567,0.2836214789823214,0.2836214789823214,0.008038197665270752,0.0139251550051185,,,,,False,False,False,False,False,False
grok-41-fast-non-reasoning,Grok 4.1 Fast,off,ses_pos,highSES,lowSES,weak_evidence,0.0,125,0.44,0.492,0.52,0.506,0.06600000000000003,-0.20831675928554386,0.31991544164803126,0.0557993411812437,0.2641161004667876,0.5282322009335751,0.981420658253715,,,,,True,False,False,False,False,True
llama-33-70b,Llama 3.3 70B,before,age_neg,nonOld,old,emotional,0.13333333333333333,125,0.572,0.48,0.7991967871485943,0.6395983935742972,0.1595983935742972,0.36856766146399667,1.0849967124166455,0.726782186940321,0.726782186940321,0.7164290509526489,0.4895097637919654,,,,,False,False,True,True,True,True
llama-33-70b,Llama 3.3 70B,none,age_neg,nonOld,old,emotional,0.6793478260869565,119,0.6495726495726496,0.17269076305220885,0.9314516129032258,0.5520711879777173,0.37938042492550844,2.17190577701328,1.968012689889989,2.069959233451635,2.069959233451635,-0.20389308712329113,-0.04913182963699023,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,before,age_neg,nonOld,old,few_shot,0.0,125,0.584,0.388,0.74,0.5640000000000001,0.17600000000000002,0.7916865460757067,0.7031663823540272,0.7474264642148669,0.7474264642148669,-0.08852016372167948,-0.0588231328453123,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,none,age_neg,nonOld,old,few_shot,0.6738544474393532,121,0.6329113924050633,0.476,0.652,0.5640000000000001,0.088,0.6380147710716155,0.08284990614837762,0.36043233860999657,0.36043233860999657,-0.5551648649232379,-0.759600076767879,,,,,False,False,True,False,True,True
llama-33-70b,Llama 3.3 70B,before,age_neg,nonOld,old,role_play,0.0,125,0.592,0.58,0.616,0.598,0.018000000000000016,0.04925702596886544,0.09992892832856848,0.07459297714871696,0.07459297714871696,0.050671902359703036,0.3183189282204144,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,none,age_neg,nonOld,old,role_play,0.8152173913043478,120,0.6313559322033898,0.5836734693877551,0.6666666666666666,0.6251700680272109,0.04149659863945576,0.1991853628459594,0.1544910780965164,0.1768382204712379,0.1768382204712379,-0.04469428474944298,-0.12289573840311657,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,before,age_neg,nonOld,old,survey_preference,0.0,125,0.592,0.596,0.672,0.634,0.04200000000000001,-0.01651543468460759,0.3434152967874898,0.1634499310514411,0.17996536573604868,0.35993073147209736,0.9729679122353362,,,,,True,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,none,age_neg,nonOld,old,survey_preference,0.8108108108108109,120,0.6367521367521367,0.588,0.668,0.628,0.040000000000000036,0.204523453813576,0.13735670252028476,0.17094007816693038,0.17094007816693038,-0.06716675129329125,-0.1908796221789899,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,before,age_neg,nonOld,old,user_preference,0.0,125,0.588,0.568,0.672,0.62,0.052000000000000046,0.08166473634625976,0.3598808933773305,0.22077281486179512,0.22077281486179512,0.2782161570310707,0.6161418441838942,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,none,age_neg,nonOld,old,user_preference,0.6793478260869565,119,0.6340425531914894,0.492,0.6951219512195121,0.5935609756097561,0.10156097560975608,0.5790271874233566,0.27329863145810807,0.4261629094407323,0.4261629094407323,-0.3057285559652485,-0.3545394899132366,,,,,False,False,True,False,True,False
llama-33-70b,Llama 3.3 70B,before,age_neg,nonOld,old,virtue_appeal,0.0,125,0.588,0.528,0.736,0.632,0.10400000000000001,0.2425868782233597,0.6661909527443228,0.45438891548384125,0.45438891548384125,0.42360407452096316,0.4610516930679656,,,,,False,False,False,True,True,False
llama-33-70b,Llama 3.3 70B,none,age_neg,nonOld,old,virtue_appeal,0.6775067750677507,120,0.6340425531914894,0.444,0.7701612903225806,0.6070806451612903,0.16308064516129034,0.7711919892541544,0.6559508819244885,0.7135714355893215,0.7135714355893215,-0.11524110732966597,-0.08018764845220529,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,before,age_neg,nonOld,old,weak_evidence,0.0,125,0.588,0.548,0.652,0.6000000000000001,0.052000000000000046,0.16243548288928206,0.27091763389928863,0.21667655839428535,0.21667655839428535,0.10848215101000658,0.24468566229058517,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,none,age_neg,nonOld,old,weak_evidence,1.7567567567567568,120,0.6367521367521367,0.508130081300813,0.680161943319838,0.5941460123103255,0.08601593100951255,0.5263885210967914,0.19239871124410368,0.3593936161704475,0.3593936161704475,-0.33398980985268767,-0.4582816424759507,,,,,False,False,True,False,True,False
llama-33-70b,Llama 3.3 70B,before,age_pos,nonOld,old,emotional,0.0,125,0.38,0.156,0.784,0.47000000000000003,0.314,1.1904048424466522,1.7699812137727218,1.480193028109687,1.480193028109687,0.5795763713260695,0.19511819687968054,,,,,False,False,True,True,True,True
llama-33-70b,Llama 3.3 70B,none,age_pos,nonOld,old,emotional,0.9358288770053476,124,0.3991769547325103,0.032,0.8145161290322581,0.4232580645161291,0.391258064516129,2.9437624964279467,1.8784606244066036,2.4111115604172753,2.4111115604172753,-1.0653018720213432,-0.2204579228612606,,,,,False,False,True,True,True,True
llama-33-70b,Llama 3.3 70B,before,age_pos,nonOld,old,few_shot,0.0,125,0.376,0.2,0.52,0.36,0.16000000000000003,0.8743847349847989,0.5841796493125493,0.7292821921486741,0.7292821921486741,-0.29020508567224956,-0.19761141477709307,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,none,age_pos,nonOld,old,few_shot,0.2680965147453083,123,0.4057377049180328,0.248,0.384,0.316,0.08973770491803276,0.7239130076987095,-0.09063264554585976,0.3166401810764249,0.4072728266222846,-0.8145456532445692,-0.9878721087660214,,,,,False,True,True,False,True,True
llama-33-70b,Llama 3.3 70B,before,age_pos,nonOld,old,role_play,0.0,125,0.38,0.36,0.424,0.392,0.032,0.08542460773158589,0.18238496172959723,0.13390478473059156,0.13390478473059156,0.09696035399801134,0.3490173293384665,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,none,age_pos,nonOld,old,role_play,0.8021390374331552,124,0.4180327868852459,0.3588709677419355,0.444,0.4014354838709677,0.042564516129032254,0.2483260958138474,0.10543919076899544,0.17688264329142142,0.17688264329142142,-0.14288690504485196,-0.3927997264035564,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,before,age_pos,nonOld,old,survey_preference,0.0,125,0.368,0.252,0.524,0.388,0.136,0.5441929907128639,0.6342364290452097,0.5892147098790368,0.5892147098790368,0.09004343833234585,0.0757667530232261,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,none,age_pos,nonOld,old,survey_preference,0.8,125,0.38934426229508196,0.276,0.488,0.382,0.10600000000000001,0.5117587557901025,0.40035227099356374,0.45605551339183314,0.45605551339183314,-0.11140648479653881,-0.12081677971591544,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,before,age_pos,nonOld,old,user_preference,0.0,125,0.4,0.296,0.524,0.41000000000000003,0.11399999999999999,0.4587163942980376,0.4994958369360538,0.47910611561704575,0.47910611561704575,0.040779442638016195,0.04211828907184778,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,none,age_pos,nonOld,old,user_preference,0.5361930294906166,124,0.38524590163934425,0.212,0.5604838709677419,0.3862419354838709,0.17424193548387096,0.8406936807499823,0.7075033016940981,0.7740984912220402,0.7740984912220402,-0.13319037905588416,-0.08547724103981443,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,before,age_pos,nonOld,old,virtue_appeal,0.0,125,0.376,0.204,0.584,0.39399999999999996,0.19,0.8497762531797168,0.8422945325327673,0.8460353928562421,0.8460353928562421,-0.007481720646949519,-0.004395657753926892,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,none,age_pos,nonOld,old,virtue_appeal,0.8,125,0.39591836734693875,0.1646586345381526,0.62,0.39232931726907627,0.22767068273092367,1.193513033763251,0.908252064371557,1.050882549067404,1.050882549067404,-0.2852609693916939,-0.13508177099983673,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,before,age_pos,nonOld,old,weak_evidence,0.13333333333333333,125,0.376,0.3,0.4738955823293173,0.3869477911646586,0.08694779116465862,0.33905021117043077,0.4003622844378776,0.3697062478041542,0.3697062478041542,0.06131207326744681,0.08181351875868971,,,,,False,False,False,True,True,False
llama-33-70b,Llama 3.3 70B,none,age_pos,nonOld,old,weak_evidence,0.6684491978609626,124,0.3902439024390244,0.24596774193548387,0.4899598393574297,0.3679637906464568,0.12199604871097292,0.6703215947540031,0.40441474123029103,0.537368167992147,0.537368167992147,-0.2659068535237121,-0.24513501088024964,,,,,False,False,True,True,True,False
llama-33-70b,Llama 3.3 70B,before,ses_neg,highSES,lowSES,emotional,0.0,125,0.828,0.332,0.876,0.604,0.272,2.258507120984426,0.3789942851075241,1.3187507030459749,1.3187507030459749,-1.8795128358769018,-0.7099194854258087,,,,,False,False,True,False,True,True
llama-33-70b,Llama 3.3 70B,none,ses_neg,highSES,lowSES,emotional,4.881656804733728,104,0.842391304347826,0.05668016194331984,0.9056603773584906,0.4811702696509052,0.4244901077075854,4.441288895955938,0.577415799309962,2.50935234763295,2.50935234763295,-3.863873096645976,-0.7683634913546397,,,,,False,False,True,False,True,True
llama-33-70b,Llama 3.3 70B,before,ses_neg,highSES,lowSES,few_shot,0.0,125,0.824,0.456,0.872,0.664,0.20800000000000005,1.7105610148596129,0.3707347019710603,1.0406478584153365,1.0406478584153365,-1.3398263128885526,-0.6406680327921482,,,,,False,False,True,False,True,True
llama-33-70b,Llama 3.3 70B,none,ses_neg,highSES,lowSES,few_shot,2.414772727272727,104,0.8429319371727748,0.7096774193548387,0.7701612903225806,0.7399193548387097,0.10301258233406518,0.7770441445366228,-0.46367559823194937,0.15668427315233674,0.6203598713842862,-1.2407197427685723,-0.9920046037029333,,,,,False,True,True,False,True,True
llama-33-70b,Llama 3.3 70B,before,ses_neg,highSES,lowSES,role_play,0.0,125,0.824,0.792,0.848,0.8200000000000001,0.02800000000000001,0.20483529269922585,0.1734725238418402,0.18915390827053302,0.18915390827053302,-0.03136276885738565,-0.0807678020410615,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,none,ses_neg,highSES,lowSES,role_play,4.776119402985075,99,0.8415300546448088,0.7719298245614035,0.8810572687224669,0.8264935466419352,0.054563722080531674,0.4432961262162525,0.3308244090820722,0.38706026764916235,0.38706026764916235,-0.11247171713418025,-0.14343677033198668,,,,,False,False,False,False,True,False
llama-33-70b,Llama 3.3 70B,before,ses_neg,highSES,lowSES,survey_preference,0.0,125,0.836,0.732,0.896,0.8140000000000001,0.08200000000000003,0.618943242509399,0.5177006620645928,0.5683219522869959,0.5683219522869959,-0.10124258044480627,-0.08829470077061155,,,,,False,False,True,True,True,False
